State,class
H.Z+Z.I.Z.z.i.Y+Y.h.Y+Y.y.Y+Y.y.X+h+Y.y.,Normal-Stribrek
"u+U,U+u,u,d,u+U,d,U+u,d,u,u,U+U,u,u,u,u,u,u+Z,W.W.W.U,u+d+",Normal-Stribrek
"d,D,U,U+U,U+U,d,d,u,U+u,u+u,u+U,d,u,u,u,d,U+u,u,u,u,d,U+u,u+u,d,",Normal-Stribrek
"D+d,u+u,u,U+U,z,U+z+W.W.F.w.w.U,U+U,u+u,u+D+u,u+u,D,U,d,u,u,u,",Normal-Stribrek
"Z,",Normal-Stribrek
"Y.Y.y.y,Y*Y.Y,W.H.",Normal-Stribrek
H.H.,Normal-Stribrek
"Z,Z.I.i.I.",Normal-Stribrek
y.H.y.H.h.h.H.H.H.H.H.y.H.h.,Normal-Stribrek
z*Z.Z.,Normal-Stribrek
F.,Normal-Stribrek
"W,W.",Normal-Stribrek
"W,",Normal-Stribrek
F.,Normal-Stribrek
y.Y.,Normal-Stribrek
.H.h.h.H.y.y.y.y.H.h.Y.Y.H.H.H.H.y.y.H.H.y.Y.y.h.H.H.y.y.H.y.Y.y.H.h.H.y.y.H,Normal-Stribrek
h*,Normal-Stribrek
Y*h*,Normal-Stribrek
I.I.Z.Z.z.Z.z.Z.,Normal-Stribrek
I.z.Z.Z.z.Z.Z.Z.Z.Z.,Normal-Stribrek
Z+,Normal-HTTP-windowsupdate
"R+u*R,R.R*R.R,R.",Normal-CVUT-WebServer
i0,Normal-UDP-NTP-server
".d.D.R.U.U.R+R.D.R.R.a.R.U.u.r.u.u.u.D.d.u.u.U.U+U.U.W.S*S.b.b.d.R,R.u.R.R.A",Normal-Jist
"F.Z,",Normal-Jist
w.W.W.W.,Normal-Jist
"Z.i.Z.Z.Z.i.Z.z.z.I.Z,Z.z.Z.z.Z.",Normal-Jist
"z.Z.z.z.Z.z.Z+Z.I.z.z.Z.Z*Z.z.I.I.Z.Z,Z.z.Z.z.Z.Z.Z.z.z.Z*Z.z.z.I.I.",Normal-Jist
"z.I.Z.Z+Z.z.Z*Z.I.Z,Z.z.Z.Z.Z.Z*Z.i.Z.Z.Z.I.",Normal-Jist
i0,Normal-Jist
i0,Normal-Jist
I.i.,Normal-Jist
"z.Z.z.z.z.Z,Z.Y.z.Z.z.z.z.I.I.I.I.z.Y.Z.Z.Z.z.",Normal-Jist
Z.Z.Z.Z.I.,Normal-Jist
z.Z.,Normal-Jist
i0,Normal-Jist
Z.Z.z.Y.Z.Z+Z.Z.Z.I.Z.Z.i.Z*Z.Z.Z.z.I.Z.,Normal-Jist
"Z.Z.Z.i.I.Z.Z,",Normal-Jist
Z.i.,Normal-Jist
Z.z.Z.Z.z.,Normal-Jist
Z.z.z.I.I.Z.Z.Z.Z.,Normal-Jist
w.,Normal-Jist
Z.Z.Y.Z.z.,Normal-Jist
Z.Z.,Normal-Jist
Y.I.i.y.,Normal-Jist
Z*,Normal-Jist
Z*,Normal-Jist
I.I.i.z.,Normal-Jist
Z.z.z.I.,Normal-Jist
i0,Normal-Jist
Z.I.I.I.I.,Normal-Jist
w.,Normal-Jist
i0,Normal-Jist
"Z.Z.Z.z.I.I.Z,z,Z.I.I.",Normal-Jist
"X.X,X.",Normal-Jist
I.I.z.z.Z.Z.Z.z.z.z.Z+Z.Z.z.Z.Z.,Normal-Jist
Z.i.i.z.Z.Z.,Normal-Jist
"Y,X.X,X.",Normal-Jist
"Z.z.z.I.Z,Z.Z.Z.Z.z.Z.Z.Z.",Normal-Jist
Z.Z.i.Z.,Normal-Jist
i.i.z.,Normal-Jist
z.Z.Z.z.,Normal-Jist
a0,Normal-UDP-NTP-server
.R.R.R.r.r.R.R.R.R.R.R.r.r.R.R.r.r.r.r.r.R.R.r.U.u.r.U.R.r.U.u.A.r.R.r.R.R.V,Normal-Grill
"W.W+X.W.X.X,R.R.X,X.X.",Normal-Grill
Y.,Normal-Grill
"w.I.f.Z+R,",Normal-Grill
"z.W.Z.W.Z.Z.z.Z.Z.z.Z+Z.z.Z.Z.W.Z.Z.Z.z.z.z.R,R.X,",Normal-Grill
"W.X+W.X.X,H,X.",Normal-Grill
W.,Normal-Grill
Y.W.w.W+W.W.,Normal-Grill
"z.i.i.Z,",Normal-Grill
"Y,A,",Normal-Grill
"Y.Y*Y.Y+Y,",Normal-Grill
H*,Normal-Grill
i0,Normal-Grill
z.w.w.F.Y*Z.Z.W.Y.W.W.W.,Normal-Grill
Z.Z*,Normal-Grill
h0,Normal-Grill
"Y.Y.h.h.X.X.g.g.G.X.X.X.X.x.X,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,",Normal-Grill
z*I*,Normal-Grill
f0,Normal-Grill
F.,Normal-Grill
W.W.,Normal-Grill
W.w.,Normal-Grill
"w.R,R.",Normal-Grill
W.Z*,Normal-Grill
W.W.w.w.X*Y.Z.,Normal-Grill
0W.,Normal-Grill
i0,Normal-Grill
Z.,Normal-Grill
W.W.W.W*W.,Normal-Grill
i0,Normal-Grill
w.,Normal-Grill
W.,Normal-Grill
z.z.,Normal-Grill
y.Y.y.Y.,Normal-Grill
w.,Normal-Grill
H.H.Y.Y.,Normal-Grill
Y.Y.H.y.,Normal-Grill
W.X+,Normal-Grill
"Y,G,",Normal-Grill
X.,Normal-Grill
w.w.,Normal-Grill
"Y.Y.Y.H.Y,H,h,h,h,h,H,h,",Normal-Grill
X.,Normal-Grill
Z.Z.Z.Z.,Normal-Grill
H*Y.,Normal-Grill
S*,Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
A.S.,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
R.S.S*S.r.S.,Botnet-TCP-Attempt-SPAM
R.S.S*,Botnet-TCP-Attempt-SPAM
"U.R*b*a*b*a*a*a*a*a*a*a*a*a*a*a*A*a*r*u+R,R*A*R.R*",Botnet-UDP-DNS
"s*S,S.b.B.r.S.s,S*",Botnet-TCP-Attempt-SPAM
a*R+,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
S+s+S*s*A*S+S.r.S.,Botnet-TCP-Attempt-SPAM
s*R+,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"S,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"A.S.S*s*S,R.S.s,b,b,b,b,b,b,b,",Botnet-TCP-Attempt-SPAM
R.R0,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
a.,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
r.S.,Botnet-TCP-Attempt-SPAM
R*s*s+s*,Botnet-TCP-Attempt-SPAM
s*r*,Botnet-TCP-Attempt-SPAM
"s*S,R.R*r*",Botnet-TCP-Attempt-SPAM
"S+S.S*B*s+S.A.S.R+S*s*S,R.S.S*R,R.A.A.A.",Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
S.A.S*r*B*s*,Botnet-TCP-Attempt-SPAM
r.a.a.r.,Botnet-TCP-Attempt-SPAM
"S,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,",Botnet-TCP-Attempt-SPAM
"b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,",Botnet-TCP-Attempt-SPAM
",b,b,S+r+r*S,S*s*S.R.S.S*S.r.S,R.S.S+S,s,s,S.R.S.s,S+s+s+S,R.S,R.S.s,b,b,b,S",Botnet-TCP-Attempt-SPAM
S.A.,Botnet-TCP-Attempt-SPAM
R.S*s0,Botnet-TCP-Attempt-SPAM
"r*s+r*R,",Botnet-TCP-Attempt-SPAM
"S0S,R.",Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
s*r*r*,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
S*S.A.S.R*r*,Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
"R,S.",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
B*B*s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
A.S*,Botnet-TCP-Attempt-SPAM
s*b*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"s*a*S,R.S.",Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
"R.S,R.S.",Botnet-TCP-Attempt-SPAM
"R.S.S+S,S.R*s+s*B*s*S.A.R*",Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
S.,Botnet-TCP-Attempt-SPAM
",b,b,R+s+A+A+S,B,R.S.R,S.S+s+S.S*r+s+S.A.S*S,s,R.S+R*B*s+S.S+S.A.S.S,S.R.R+s",Botnet-TCP-Attempt-SPAM
r*A*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
b*r0,Botnet-TCP-Attempt-SPAM
S+R*,Botnet-TCP-Attempt-SPAM
"A*S,R.S.R*",Botnet-TCP-Attempt-SPAM
s+,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
s+R*,Botnet-TCP-Attempt-SPAM
S0R+,Botnet-TCP-Attempt-SPAM
S.R*s*,Botnet-TCP-Attempt-SPAM
S+s*r+,Botnet-TCP-Attempt-SPAM
S.S*s*s*,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
S.r.S*,Botnet-TCP-Attempt-SPAM
S.r.S.,Botnet-TCP-Attempt-SPAM
R0S+r+,Botnet-TCP-Attempt-SPAM
s+R*,Botnet-TCP-Attempt-SPAM
"S.r.S+r*R,R*R+R0S,",Botnet-TCP-Attempt-SPAM
a*s*r*B*A*,Botnet-TCP-Attempt-SPAM
S*R*a*R+,Botnet-TCP-Attempt-SPAM
s*A*s*r*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"s*R,R.R*",Botnet-TCP-Attempt-SPAM
"R,R.R.R.R.",Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
"S,R.S.R+",Botnet-TCP-Attempt-SPAM
"S,S.s.B.A.S.s,S+s*S.R.S.R*S,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
"s*S.S*s*s*B*R,R.r.A.R.",Botnet-TCP-Attempt-SPAM
"r+s+s*R,R.r.A.r.S+s+S,R.S.S*S.R*s*S.A.S.R*r*",Botnet-TCP-Attempt-SPAM
"s*R,R.R.A.A.S+B+S,R.S.R,S.S*S.r.S*r*A*A*",Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
R.R0,Botnet-TCP-Attempt-SPAM
"s+s*s*S,s,s+B+A+r*S+r+s+S,S+R*S+S.S,S*R,R.r.A.R.S+R*R+S*S,",Botnet-TCP-Attempt-SPAM
"A.S,R.S.S+r*r*s+",Botnet-TCP-Attempt-SPAM
"S,R.",Botnet-TCP-Attempt-SPAM
R*S+R*,Botnet-TCP-Attempt-SPAM
"S.s,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,R*A*s*S,R.S,R.S.S+r+B+S,R.S,S*R,R.",Botnet-TCP-Attempt-SPAM
"R.R,r+R*",Botnet-TCP-Attempt-SPAM
"+S,R.S,s+S,R.S,r+s,s,S*S,S.r.S,R.S.S+W.S+B+S,s,B+s,S.B.b.A.S.s,S,S.r.S.S+S,R",Botnet-TCP-Attempt-SPAM
"s*S,R.R*s*s*r+s*s+s+A+s+S.A.S+S.R,s+s+s+R,R.r.A.A.R+r+r+S*r+s*s+S.A.S.S+r*",Botnet-TCP-Attempt-SPAM
"r.S+S,R.S.s,b,S*S,R.S*s+S*s*A*S,R.S.S*",Botnet-TCP-Attempt-SPAM
S.r.R*r+r*r*B*S+,Botnet-TCP-Attempt-SPAM
B*R0,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
"r,S+",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
r*S.,Botnet-TCP-Attempt-SPAM
"A.S.s,b,R*",Botnet-TCP-Attempt-SPAM
"S.r.S+r,R.a.r.A.S,r,R.S,S.R+s,R.S.s,S,S+w*s+S,R.S,B,R.S,s+S.r.S,R.S.S+S.r.S*",Botnet-TCP-Attempt-SPAM
"S.r.S.s,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,S*s*s*s*S,R.S+s+R,R.R*S.S+A+r*",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"S,R.R+s*S0S.r.S.R+",Botnet-TCP-Attempt-SPAM
A.S.,Botnet-TCP-Attempt-SPAM
S.A.S0,Botnet-TCP-Attempt-SPAM
"R.S,R.S.",Botnet-TCP-Attempt-SPAM
S.R.S.,Botnet-TCP-Attempt-SPAM
"r.S,R.S.S*r*",Botnet-TCP-Attempt-SPAM
r*s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"r*B*s*S.r.S.S*S+s+S.r.S,R.S.S,S*s+B+",Botnet-TCP-Attempt-SPAM
"S.a.R*s+S*s*S,R.S.R*s+s*s*S.A.S*",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
A*s*s*r*r+S*R+,Botnet-TCP-Attempt-SPAM
s*S+r*s*S.S+r*A*,Botnet-TCP-Attempt-SPAM
s*r*R*,Botnet-TCP-Attempt-SPAM
s*r*r*r*,Botnet-TCP-Attempt-SPAM
r*B*,Botnet-TCP-Attempt-SPAM
"r*B*r*S,R.R*A*",Botnet-TCP-Attempt-SPAM
B*s*,Botnet-TCP-Attempt-SPAM
R.S*r*s*r*,Botnet-TCP-Attempt-SPAM
b*r*,Botnet-TCP-Attempt-SPAM
s*S+S*A*,Botnet-TCP-Attempt-SPAM
r0,Botnet-TCP-Attempt-SPAM
r*s*s*S.R*R+,Botnet-TCP-Attempt-SPAM
"S.R.S.s,b,S+r*r*b*B*r*S+r*s*",Botnet-TCP-Attempt-SPAM
S*S.A.S*R+,Botnet-TCP-Attempt-SPAM
S*R*R+,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
"R.r.A.A.S,B,A,R.A.A.r.R+s,s+S,s+S.a.S+s+S,R.S*S,R.S.S+s,S.S+r,R.A.r.A.S,B,r,",Botnet-TCP-Attempt-SPAM
",s,S+s+r*R+S.R+s+s,S.S.B.A.S.s,S*S.S*s+S.A.S.s,b,S+r,S*s+s*B*S,R.S,R.S.R+S,S",Botnet-TCP-Attempt-SPAM
",S+s+s+B+S.S+s,S+B+S,S+s+A+S,S+s,s,b,R.R,s,R+s+b+S,s,S*S.S,S+s+r+b+S,S+s*R,s",Botnet-TCP-Attempt-SPAM
"R*S,B,S+s+r+s,s,S+S,S+B+S,S+B+A+s+r,B,S.R,s+s+r,r,S+b+S,s,s+S,s,R.S.R*S,S+s+",Botnet-TCP-Attempt-SPAM
".A.R+s+s,s+s,B,S*S+s+S,S+S,b,R.S,S+S.R,S+S,S+r+r*s+S.S,S+s,B,B,S*S,r,R*S+s,R",Botnet-TCP-Attempt-SPAM
"+S,s,s+S.R+s+s+s,S*s+S,s+s,s,b,R.S,R+s+S,S+r+s*S.S,S+s+r+b+S,r,s+s,s+r*S,s,R",Botnet-TCP-Attempt-SPAM
",B,R+s,s+s+s+s+s,s+s+s+B+s,R.S+s,R+B+s+r+s+s+s+S,s+s+s+s,s,R.S.R,S*s+s+B+A+s",Botnet-TCP-Attempt-SPAM
",S*S,s+r,S+r*S,r+s+s,B,S+s,s+s,R.R+B+B+s+s,s+r+s,B+s+r+s+s+r+s+s+s+S,S+S,B,S",Botnet-TCP-Attempt-SPAM
"+r,r+S,s,S*S,B,s+S,S+s,s,S+S,S+b+S.r.S.S+B+S,R+r+s,s+s,R.S.s,R,s+B,s+r,s,s+B",Botnet-TCP-Attempt-SPAM
".a.S.S+B+S,R+B+S,s,B,s+r+s+s+s+S,S+S,s,s+s+s,s,R.S.S*S.R.S.S+s,s+s+A+A+R*r+s",Botnet-TCP-Attempt-SPAM
"S+s+S.S*R,R.r.r.A.S*B*s+R,R.A.R.R.S+S,R.R+s+s*r*S,R.S,R.S.S*S.R.S+R*r+s*R,R+",Botnet-TCP-Attempt-SPAM
"*S,R+s,s,B,S+S,B,s+s,R.S+S,R.S.s,S+s+s+r+s,B+s+r+s+s+r+s+s+s+S,s,s+s,B,S+S.A",Botnet-TCP-Attempt-SPAM
"+r,S+B+s*S,S+S,B,s+s,s,B,s+s,R.R+s+B+S,R+s,B+s+r+s+t+s+r+s+s+S,s,s+s,B,S+S.A",Botnet-TCP-Attempt-SPAM
",R*s+r,S+r+s+S,s+S,R.S.R,s,s,B,S+S,s,s,s,s,R.R+s+s+s+s,s,R+B+B+t*S+B+s+s,s+s",Botnet-TCP-Attempt-SPAM
",B,s,s,s+S.r.R+s+s,s+s+B+s+s*S,b,R.S,S+s+B+s,S+S,B,R*r+s+s,s,s,s+S*S,r,S*S+s",Botnet-TCP-Attempt-SPAM
R*B*,Botnet-TCP-Attempt-SPAM
"S,R*R0",Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
"S,S.r.S.",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
R.S.R*,Botnet-TCP-Attempt-SPAM
"R.S.s,b,",Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
b*,Botnet-TCP-Attempt-SPAM
"S,s,R.S*S,B,S.s.r.S.s,S*r*",Botnet-TCP-Attempt-SPAM
"R.S*s*S.a.S,R.S.S*r*",Botnet-TCP-Attempt-SPAM
"S+B+S.A.S.S*S,R.S+S,R.S.R,S.S,S*S+A+R*R,B,S.r.S+B+s+s+s+r*S,s+s,B+S.S*S+r+s*",Botnet-TCP-Attempt-SPAM
r.R*s*r*S+S*S*,Botnet-TCP-Attempt-SPAM
"s+S*s+S,R.S.S*r+B+S.A.S+S,R.S.S*R+s*B*r+r+S,R+a+s+S.R*",Botnet-TCP-Attempt-SPAM
r*s*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
B*S+s*,Botnet-TCP-Attempt-SPAM
r*r+R*s*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
R.S.S*s*S.R.S.R*,Botnet-TCP-Attempt-SPAM
"r*s*S,R.S.S*S.A.S,s+S,R.S.R,S.S+A+s*r+S*r*A*R,r+",Botnet-TCP-Attempt-SPAM
"S.S*s+S*S,R.S,S*S.R+s+r,r+s,r+B+",Botnet-TCP-Attempt-SPAM
"S,s+S*S,R.S.S*B+S.R.S+S,R.S.S*R,S*r+B+r*B*r*",Botnet-TCP-Attempt-SPAM
S0R*r*r*r+,Botnet-TCP-Attempt-SPAM
"R*R,b,S.r.S.S*B+S,R.S,R.S.S+S.r.S.R*s+r*s*s+R*r*S,s,r+s*",Botnet-TCP-Attempt-SPAM
",B,R+s+S,R.S,R.S.S,A,R.r.A.A.S,s,R.S.S+B+S.a.S.s,b,S+s+S.r.S+S.r.S.S*R,R.a.a",Botnet-TCP-Attempt-SPAM
R.R.r.A.,Botnet-TCP-Attempt-SPAM
"S+B+s*s*R+S*s*S*S,A,R.A.r.S+",Botnet-TCP-Attempt-SPAM
"B*s+S*B*S+s*B*R,s,r,R.r.r.r.",Botnet-TCP-Attempt-SPAM
r*s*,Botnet-TCP-Attempt-SPAM
s+S*,Botnet-TCP-Attempt-SPAM
A.,Botnet-TCP-Attempt-SPAM
r.S.,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
S*R*s*,Botnet-TCP-Attempt-SPAM
S*S+,Botnet-TCP-Attempt-SPAM
"s*S,R.S.R*r+",Botnet-TCP-Attempt-SPAM
s*r0S*,Botnet-TCP-Attempt-SPAM
"A.S,R.S.s,b,R*",Botnet-TCP-Attempt-SPAM
"s*r*R+S,R.S+S*S.r.S.",Botnet-TCP-Attempt-SPAM
".Y,H,H,H,h,h,H,h,H,h,H,y+y,y,r,Y.Y,H,h,y,y,h,y,y,A,Y.Y,H,H,H,H,H,A,Y.Y,y,H,y",Botnet-TCP-CC-Not-Encrypted
"s*s+s*S,R+r*s*R,R*S,S*s*S,R.S*s*r*S,",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
Y.,Normal-Stribrek
Z.z.Z.Z.,Normal-Stribrek
.u.U.D.u.U.U.U.r.A.r.R.U.R.R.r.r.D.U.U.R.A.R.R.r.U.U.R.A.R.a.u.u.u.r.R.a.u.U,Normal-Stribrek
"Z.Z.z.Z.Z.Z.z.Z.i.H.z.I.z.I.W.Y,z,",Normal-Stribrek
"W.X,",Normal-Stribrek
Z.,Normal-Stribrek
W.f.I.i.z.z.i.i.i.I.,Normal-Stribrek
Y.Y.X.,Normal-Stribrek
Z.i.Z0W.W.w.,Normal-Stribrek
Z0W.F.W.W.w.W+W.F.w.W.,Normal-Stribrek
W.W+W.,Normal-Stribrek
"x,",Normal-Stribrek
"h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,",Normal-Stribrek
",h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h",Normal-Stribrek
"Z,W+W.",Normal-Stribrek
"I.Z.w.W,W+W.f.",Normal-Stribrek
"y.y.h.y.H.H.H.H.H.H.H.H.H.H.y,y.Y*Y.H.H.y.H.h.y.y.y.y.h.H.y.H.H.h.y.",Normal-Stribrek
w.F.F.Z0i0,Normal-Stribrek
",u,u,U+U,d,U+u+D+U,u,u+U,u,u+u,u,d,u,u,u,u,u,u,u,u+u,u,u,u+u,u,u+d+u,u+u,u,d",Normal-Stribrek
Z.Z.I.z.Z0,Normal-Stribrek
",u,u+u,u+u,U,d,u,u,D,u+u,u+u,u+D+U,d,u,U+u+u,u,d,U+u,U,U+u,u+D+u,u,d,d,d,u,u",Normal-Stribrek
".i.Z+Y,Y.H.Y+Y.H.Y+Y.y.X+h*Y.h.Y+Y.y.Y+Y.h.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.z.Z.z",Normal-Stribrek
"u+U,u+U,d,u,U+U,u+u,u+u,u,u,u,U,d,u,U+U,u,U+U,u,u,U+U,u,u+u,u,u,u+u,d,D,u,u,",Normal-Stribrek
".Z.z.I.Y+Y.h.Z,y+Y.H.Y+Y.y.Z,y+Y.H.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.y.Y+Y.y",Normal-Stribrek
"W.F.F.f.U,u,u,u+u,u+u,D,u,u,u+u,u,u+u,D,u,u+D+D+D+U,u,u+u,u,u,u+u,u,U+u,U*u+",Normal-Stribrek
z+Z.I.Z.z.I.Z*Z.Z.Z.Z.z.Z*z*Z.Z.Z.Z.z.,Normal-Stribrek
"D+u,u,u,D,U,u,u,U+U,u,u,u,U+u,u,U+u+u+d+D+u+U,u,u+u+u+u+u,d,u,u,u+d+u,u+u,u+",Normal-Stribrek
W.,Normal-Stribrek
Z.Z.z.Z.Z.Z*Z*Z.Z.Z.Z.Z.Z*,Normal-Stribrek
".w.w.F.U,u,u+u,u+D+u,u+u+U,u+u,U+u,u+u,u+d+U,U+u,U,u,u,U,u+u+u,u,u+u,u,U+u,D",Normal-Stribrek
Z*z*W.Z*z*z*,Normal-Stribrek
z*I*z*,Normal-Stribrek
"y,",Normal-Stribrek
y.y.h.y.H.H.H.H.H.H.H.H.H.y.Y*Y.H.H.y.H.h.y.y.y.y.h.H.y.H.H.,Normal-Stribrek
w.W.I.W.,Normal-Stribrek
"Z.Z.W,",Normal-Stribrek
"X*Z.Z,",Normal-Stribrek
0Z+,Normal-Stribrek
W.w.,Normal-Stribrek
W.Z*,Normal-Stribrek
W+W.,Normal-Stribrek
Z*z*z*,Normal-Stribrek
"z,Z.",Normal-Stribrek
Z*,Normal-Stribrek
Z.Z.z.z.z.Z*Z+,Normal-Stribrek
Z.Z.Z*z*,Normal-Stribrek
Z*z*Z*W.,Normal-Stribrek
"W.W*W.W+W.W*W.Z*Z,",Normal-Stribrek
i0,Normal-Stribrek
"W.w.w.w.Z*Z.Z.i.I.i.W,",Normal-Stribrek
"X,",Normal-Stribrek
"X.V*V.v.Y.V.v.X,X.",Normal-Stribrek
"Y0Y.Y.v.X,X.",Normal-Stribrek
X.,Normal-Stribrek
I.,Normal-Stribrek
W.W.w.W.,Normal-Stribrek
"Z.Z.Z.Z,",Normal-Stribrek
.x.x.x.g.X.X.X.x.X.X.x.G.Y.X.X.x.G.X.X.x.G.x.x.X.x.X.X.G.X.x.x.W*X.w.y.w.W.Y,Normal-Stribrek
"F.i.W.W.Z.Z.I.Z.Z.z.Z,Z.Z.Z.Z.Z.W+W.W.f.W.W.Z.Z.Z.Z.Z.z.Z,Z.Z.z.I.z.",Normal-Stribrek
X.Y.,Normal-Stribrek
w.,Normal-Stribrek
"X*X,X.",Normal-Stribrek
H.H.H.H.h.H.H.H.h.y.y.h.h.x.y.H.H.h.h.y.x.h.h.y.Y+Y.Y*Y.y.y.H.y.y.y.h.y.h.y.,Normal-Stribrek
W.,Normal-Stribrek
W.w.,Normal-Stribrek
"W,",Normal-Stribrek
"W,W.",Normal-Stribrek
"W,W.",Normal-Stribrek
W.,Normal-Stribrek
a0,Normal-UDP-NTP-server
f0,Normal-UDP-NTP-server
i0,Normal-UDP-NTP-server
"U.U*R,R.R*u*U.U+R,R.R*u*R,R.R*u*R,R.U+U.",Normal-CVUT-WebServer
w*Z+,Normal-Jist
"+R.u.U,U.U.W.S+S.b.b.d.R.U.R,R.u.R+U.S*S.b.b.f.R+U.R+R.U.R.R.A.R.U.u.R.U.U.u",Normal-Jist
Z.z.W.w.Z.Z.I.Z.Z.Z.Z.Z+W.W.Z.Z.I.Z.Z.,Normal-Jist
z.Z.I.I.,Normal-Jist
X.W*W.X.,Normal-Jist
W*X.,Normal-Jist
"x.X.X.X,",Normal-Jist
X.W*W.w.X.,Normal-Jist
w.W.Z.Z.Z.i.W*W.W.w.Z.z.W.,Normal-Jist
.W.w.w.W.w.w.w.Z.Z.W.W.Z.z.Z.I.i.z.Z+Z.Z.Z.Z.Z.Z.Z.Z.Z.W*W.f.W.W.W.w.W.F.w.F,Normal-Jist
"X.x.X+X.x.W,X.X,X.x.X,X.x,X.W*W.W.w.w.",Normal-Jist
Z.Z.Z*,Normal-Jist
X.,Normal-Jist
X.W*W.w.w.w.f.X.X.x.G.X.x.,Normal-Jist
